StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,CONSENT,COMP1.1,COMP1.2,Q74,Q41,Q61,Q47,Q51,Q57,Q60,TRUST_FINDING_1,TRUST_AUTHOR_1,TRUST_FINDING_2,TRUST_AUTHOR_2,TRUST_FINDING_3,TRUST_AUTHOR_3,COMP2.1,COMP2.2,Q75,Q43,Q63,Q46,Q50,Q56,Q59,COMP3.1,COMP3.2,Q76,Q42,Q64,Q44,Q49,Q55,Q58,Q66,Q65,Q67,Q68,condition,counter,firstArticle,secondArticle,thirdArticle,CreationTime
2024-12-01 17:33:07,2024-12-01 17:35:30,100,143,True,2024-12-01 17:35:31,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Female,White,4 year degree (Bachelor's),2,4,3,2,1,Sun Dec 01 14:03:16 PST 2024
2024-12-01 17:36:59,2024-12-01 17:38:28,100,89,True,2024-12-01 17:38:29,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,1991,Male,Black or African American,"High school or equivalent (e.g., GED)",2,4,1,3,2,Sun Dec 01 14:03:16 PST 2024
2024-12-01 17:39:34,2024-12-01 17:40:59,100,85,True,2024-12-01 17:41:00,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,1991,Male,Black or African American,Some college (no degree),2,4,2,1,3,Sun Dec 01 14:03:16 PST 2024
2024-12-01 18:40:08,2024-12-01 18:43:11,100,183,True,2024-12-01 18:43:12,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",39,Male,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",2,4,1,3,2,Sun Dec 01 14:03:16 PST 2024
2024-12-02 16:20:58,2024-12-02 16:37:20,100,982,True,2024-12-02 16:37:21,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,1991,Female,White,4 year degree (Bachelor's),2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:22:44,2024-12-02 16:30:08,100,444,True,2024-12-02 16:30:09,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,38,Female,White,"High school or equivalent (e.g., GED)",2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:22:49,2024-12-02 16:38:24,100,935,True,2024-12-02 16:38:25,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Disagree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,22,Female,White,4 year degree (Bachelor's),2,4,3,2,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:22:49,2024-12-02 16:34:30,100,700,True,2024-12-02 16:34:30,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Strongly disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,32,Female,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:23:20,2024-12-02 16:25:50,100,150,True,2024-12-02 16:25:51,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),2,4,2,3,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:23:41,2024-12-02 16:32:13,100,511,True,2024-12-02 16:32:13,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,"High school or equivalent (e.g., GED)",2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:24:00,2024-12-02 16:30:18,100,378,True,2024-12-02 16:30:19,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Neutral,Neutral,Neutral,Somewhat agree,Disagree,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,43,Female,White,Less than high school,2,4,2,3,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:24:07,2024-12-02 17:00:59,100,2211,True,2024-12-02 17:00:59,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Agree,Agree,Agree,Agree,Agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,34,Male,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:24:28,2024-12-02 16:26:39,100,130,True,2024-12-02 16:26:39,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,25,Female,White,4 year degree (Bachelor's),2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:24:31,2024-12-02 16:27:03,100,151,True,2024-12-02 16:27:04,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),2,4,3,2,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:24:38,2024-12-02 16:31:16,100,397,True,2024-12-02 16:31:16,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",37,Female,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:24:54,2024-12-02 16:37:34,100,760,True,2024-12-02 16:37:34,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Female,White,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:25:07,2024-12-02 16:32:14,100,426,True,2024-12-02 16:32:14,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,Agree,Neutral,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Male,White,4 year degree (Bachelor's),2,4,3,2,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:26:15,2024-12-02 16:28:09,100,114,True,2024-12-02 16:28:10,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:26:16,2024-12-02 17:15:42,100,2966,True,2024-12-02 17:15:42,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",52,Male,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:26:30,2024-12-02 16:37:07,100,637,True,2024-12-02 16:37:08,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,28,Female,Hispanic/Lantinx,4 year degree (Bachelor's),2,4,3,2,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:26:42,2024-12-02 16:35:34,100,532,True,2024-12-02 16:35:35,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,35,Female,White,4 year degree (Bachelor's),2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:26:44,2024-12-02 16:34:10,100,445,True,2024-12-02 16:34:10,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Strongly agree,Agree,Agree,Agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,53,Male,White,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:26:49,2024-12-02 16:47:17,100,1228,True,2024-12-02 16:47:17,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",35,Female,White,4 year degree (Bachelor's),2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:26:51,2024-12-02 16:36:21,100,569,True,2024-12-02 16:36:21,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",35,Female,White,4 year degree (Bachelor's),2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:27:11,2024-12-02 16:29:13,100,122,True,2024-12-02 16:29:13,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",33,Male,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:27:44,2024-12-02 16:38:54,100,670,True,2024-12-02 16:38:55,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",35,Male,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:27:57,2024-12-02 16:39:18,100,680,True,2024-12-02 16:39:18,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,1988,Female,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:28:15,2024-12-02 16:35:06,100,410,True,2024-12-02 16:35:07,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,45,Female,American Indian or Alaska Native,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:28:25,2024-12-02 16:39:00,100,635,True,2024-12-02 16:39:01,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,34,Male,White,4 year degree (Bachelor's),2,4,3,2,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:28:28,2024-12-02 16:46:27,100,1079,True,2024-12-02 16:46:28,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Male,White,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:28:37,2024-12-02 16:36:34,100,477,True,2024-12-02 16:36:34,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",35,Female,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:28:59,2024-12-02 16:35:07,100,367,True,2024-12-02 16:35:07,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,Asian or Asian American,4 year degree (Bachelor's),2,4,3,2,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:29:03,2024-12-02 16:31:04,100,120,True,2024-12-02 16:31:04,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,34,Male,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:29:03,2024-12-02 16:35:50,100,407,True,2024-12-02 16:35:51,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",35,Male,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:29:20,2024-12-02 16:49:41,100,1220,True,2024-12-02 16:49:41,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Female,White,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:29:21,2024-12-02 16:37:25,100,484,True,2024-12-02 16:37:25,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Male,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:29:37,2024-12-02 16:31:57,100,139,True,2024-12-02 16:31:57,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:29:54,2024-12-02 16:34:59,100,305,True,2024-12-02 16:35:00,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Strongly agree,Agree,Agree,Agree,Agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,Asian or Asian American,4 year degree (Bachelor's),2,4,2,3,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:30:01,2024-12-02 16:42:34,100,752,True,2024-12-02 16:42:34,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Male,Black or African American,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:30:24,2024-12-02 16:39:03,100,519,True,2024-12-02 16:39:03,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Male,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:30:37,2024-12-02 16:34:05,100,208,True,2024-12-02 16:34:06,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Disagree,Agree,Strongly agree,Somewhat agree,Strongly agree,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,32,Female,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",2,4,2,3,1,Mon Dec 02 15:19:55 PST 2024
